iteracja,id_czastki,x,y,fitness
72,17,6.6534,1.2329,26.4000
72,18,6.2712,1.4319,26.4000
72,19,6.5734,1.1838,26.4000
73,0,6.4859,1.2641,26.4000
73,1,6.4807,1.0965,26.4000
73,2,6.2806,1.2898,26.4000
73,3,6.8874,1.1658,26.4000
73,4,6.4486,1.2131,26.4000
73,5,6.7274,1.2330,26.4000
73,6,6.8211,1.2370,26.4000
73,7,6.8598,1.2066,26.4000
73,8,6.6215,1.2568,26.4000
73,9,6.8448,1.1637,26.4000
73,10,6.7689,1.2278,26.4000
73,11,6.8107,1.2321,26.4000
73,12,6.6221,1.1811,26.4000
73,13,6.7357,1.3577,26.4000
73,14,6.4902,1.1846,26.4000
73,15,6.5774,1.5094,26.4000
73,16,6.7797,1.1218,26.4000
73,17,6.7185,1.2191,26.4000
73,18,6.3609,1.3743,26.4000
73,19,6.4491,1.1781,26.4000
74,0,6.4874,1.2686,26.4000
74,1,6.5127,1.0937,26.4000
74,2,6.3455,1.2758,26.4000
74,3,6.9402,1.1785,26.4000
74,4,6.4162,1.2090,26.4000
74,5,6.7274,1.2330,26.4000
74,6,6.8047,1.2221,26.4000
74,7,6.8659,1.2688,26.4000
74,8,6.6124,1.2656,26.4000
74,9,6.8808,1.1600,26.4000
74,10,6.6110,1.2308,26.4000
74,11,6.8520,1.2228,26.4000
74,12,6.6970,1.2084,26.4000
74,13,6.7390,1.4053,26.4000
74,14,6.6255,1.2683,26.4000
74,15,6.4035,1.3268,26.4000
74,16,6.7518,1.1243,26.4000
74,17,6.6839,1.2187,26.4000
74,18,6.5242,1.4081,26.4000
74,19,6.5329,1.1966,26.4000
75,0,6.4262,1.2704,26.4000
75,1,6.6269,1.1072,26.4000
75,2,6.4728,1.2605,26.4000
75,3,6.8696,1.2107,26.4000
75,4,6.4158,1.2048,26.4000
75,5,6.7274,1.2330,26.4000
75,6,6.8026,1.2336,26.4000
75,7,6.8021,1.1793,26.4000
75,8,6.6581,1.2775,26.4000
75,9,6.7832,1.1215,26.4000
75,10,6.6198,1.2010,26.4000
75,11,6.8647,1.2204,26.4000
75,12,6.6454,1.2223,26.4000
75,13,6.7521,1.5170,26.4000
75,14,6.6733,1.2493,26.4000
75,15,6.5363,1.3796,26.4000
75,16,6.7875,1.1082,26.4000
75,17,6.6950,1.2195,26.4000
75,18,6.4347,1.5682,26.4000
75,19,6.5641,1.2108,26.4000
76,0,6.0986,1.2429,26.4000
76,1,6.6897,1.0729,26.4000
76,2,6.4963,1.2564,26.4000
76,3,6.8840,1.2209,26.4000
76,4,6.2372,1.2130,26.4000
76,5,6.7274,1.2330,26.4000
76,6,6.8191,1.2689,26.4000
76,7,6.7741,1.0862,26.4000
76,8,6.6703,1.2632,26.4000
76,9,6.7579,1.1651,26.4000
76,10,6.6393,1.1910,26.4000
76,11,6.8024,1.2153,26.4000
76,12,6.5462,1.2240,26.4000
76,13,6.7342,1.3912,26.4000
76,14,6.4622,1.0147,26.4000
76,15,6.5561,1.5399,26.4000
76,16,6.8486,1.1806,26.4000
76,17,6.6841,1.2283,26.4000
76,18,6.3779,1.3221,26.4000
76,19,6.6604,1.2117,26.4000
77,0,6.3721,1.2230,26.4000
77,1,6.4767,1.0641,26.4000
77,2,6.5580,1.2709,26.4000
77,3,6.8350,1.1770,26.4000
77,4,6.4461,1.2163,26.4000
77,5,6.7274,1.2330,26.4000
77,6,6.8087,1.2725,26.4000
77,7,6.7245,1.1359,26.4000
77,8,6.6209,1.2640,26.4000
77,9,6.7246,1.1566,26.4000
77,10,6.5695,1.2212,26.4000
77,11,6.7615,1.2092,26.4000
77,12,6.4698,1.1802,26.4000
77,13,6.7411,1.3051,26.4000
77,14,6.3239,1.0625,26.4000
77,15,6.6881,1.4280,26.4000
77,16,6.7995,1.1020,26.4000
77,17,6.6739,1.2218,26.4000
77,18,6.3914,1.4432,26.4000
77,19,6.5010,1.1960,26.4000
78,0,6.5822,1.2323,26.4000
78,1,6.3341,1.1002,26.4000
78,2,6.4363,1.2807,26.4000
78,3,6.8156,1.1668,26.4000
78,4,6.6014,1.2182,26.4000
78,5,6.7274,1.2330,26.4000
78,6,6.8407,1.2631,26.4000
78,7,6.7748,1.1594,26.4000
78,8,6.6253,1.2500,26.4000
78,9,6.8681,1.1603,26.4000
78,10,6.5748,1.2156,26.4000
78,11,6.7437,1.2088,26.4000
78,12,6.5275,1.1665,26.4000
78,13,6.7447,1.5302,26.4000
78,14,6.5348,1.0922,26.4000
78,15,6.6684,1.3210,26.4000
78,16,6.7689,1.0559,26.4000
78,17,6.6980,1.2091,26.4000
78,18,6.5226,1.3859,26.4000
78,19,6.5889,1.1951,26.4000
79,0,6.7274,1.2627,26.4000
79,1,6.4761,1.1178,26.4000
79,2,6.3214,1.2549,26.4000
79,3,6.9103,1.1751,26.4000
79,4,6.6511,1.2218,26.4000
79,5,6.7274,1.2330,26.4000
79,6,6.8663,1.2453,26.4000
79,7,6.8388,1.1539,26.4000
79,8,6.6657,1.2914,26.4000
79,9,6.9595,1.2083,26.4000
79,10,6.6461,1.1992,26.4000
79,11,6.7293,1.2103,26.4000
79,12,6.6761,1.1600,26.4000
79,13,6.7546,1.5145,26.4000
79,14,6.7089,1.0818,26.4000
79,15,6.5447,1.3102,26.4000
79,16,6.8680,1.0761,26.4000
79,17,6.7151,1.2072,26.4000
79,18,6.4925,1.2547,26.4000
79,19,6.5799,1.1956,26.4000
80,0,6.6890,1.2773,26.4000
80,1,6.5127,1.0965,26.4000
80,2,6.3891,1.2628,26.4000
80,3,6.8209,1.1704,26.4000
80,4,6.1197,1.2168,26.4000
80,5,6.7274,1.2330,26.4000
80,6,6.8130,1.2625,26.4000
80,7,6.8778,1.0777,26.4000
80,8,6.6417,1.2693,26.4000
80,9,6.7626,1.1840,26.4000
80,10,6.6874,1.2112,26.4000
80,11,6.8177,1.2156,26.4000
80,12,6.7459,1.1851,26.4000
80,13,6.7573,1.3703,26.4000
80,14,6.5455,1.1359,26.4000
80,15,6.4953,1.4551,26.4000
80,16,6.8164,1.2001,26.4000
80,17,6.6722,1.2152,26.4000
80,18,6.2975,1.5054,26.4000
80,19,6.5316,1.1907,26.4000
81,0,6.3387,1.2407,26.4000
81,1,6.6247,1.1397,26.4000
81,2,6.6497,1.2734,26.4000
81,3,6.8276,1.2064,26.4000
81,4,5.9915,1.2126,26.2100
81,5,6.7274,1.2330,26.4000
81,6,6.8127,1.2732,26.4000
81,7,6.7497,1.0866,26.4000
81,8,6.6974,1.2607,26.4000
81,9,6.7047,1.0548,26.4000
81,10,6.5535,1.2121,26.4000
81,11,6.8514,1.2000,26.4000
81,12,6.6119,1.2364,26.4000
81,13,6.7478,1.3869,26.4000
81,14,6.4128,1.1526,26.4000
81,15,6.5852,1.5283,26.4000
81,16,6.7720,1.2020,26.4000
81,17,6.6662,1.2243,26.4000
81,18,6.4088,1.6413,26.4000
81,19,6.4757,1.2015,26.4000
82,0,6.3321,1.2296,26.4000
82,1,6.4206,1.1516,26.4000
82,2,6.5685,1.2884,26.4000
82,3,6.8662,1.2213,26.4000
82,4,5.9778,1.2089,26.2100
82,5,6.7274,1.2330,26.4000
82,6,6.8124,1.2636,26.4000
82,7,6.7672,1.0928,26.4000
82,8,6.6708,1.2661,26.4000
82,9,6.8049,1.0287,26.4000
82,10,6.4890,1.2195,26.4000
82,11,6.7709,1.2002,26.4000
82,12,6.4918,1.2565,26.4000
82,13,6.7439,1.5690,26.4000
82,14,6.4057,1.1054,26.4000
82,15,6.6394,1.3598,26.4000
82,16,6.7233,1.2083,26.4000
82,17,6.6937,1.2223,26.4000
82,18,6.3819,1.6264,26.4000
82,19,6.6205,1.2187,26.4000
83,0,6.4657,1.2398,26.4000
83,1,6.2961,1.1668,26.4000
83,2,6.4601,1.2943,26.4000
83,3,6.8992,1.1675,26.4000
83,4,6.0381,1.2248,26.4000
83,5,6.7274,1.2330,26.4000
83,6,6.8131,1.2615,26.4000
83,7,6.7953,1.1853,26.4000
83,8,6.5866,1.2742,26.4000
83,9,6.8916,1.1397,26.4000
83,10,6.6111,1.2094,26.4000
83,11,6.7156,1.2178,26.4000
83,12,6.5373,1.2083,26.4000
83,13,6.7435,1.6032,26.4000
83,14,6.5456,1.1582,26.4000
83,15,6.4488,1.3370,26.4000
83,16,6.7859,1.1650,26.4000
83,17,6.6711,1.2162,26.4000
83,18,6.3849,1.5834,26.4000
83,19,6.7635,1.2127,26.4000
84,0,6.4757,1.2463,26.4000
84,1,6.3460,1.1660,26.4000
84,2,6.5916,1.2967,26.4000
84,3,6.8260,1.1264,26.4000
84,4,6.1603,1.2336,26.4000
84,5,6.7274,1.2330,26.4000
84,6,6.8169,1.2525,26.4000
84,7,6.7572,1.2150,26.4000
84,8,6.5751,1.2696,26.4000
84,9,6.9093,1.2248,26.4000
84,10,6.5905,1.2051,26.4000
84,11,6.7457,1.2182,26.4000
84,12,6.6820,1.1693,26.4000
84,13,6.7384,1.5576,26.4000
84,14,6.6716,1.1069,26.4000
84,15,6.5738,1.4061,26.4000
84,16,6.8352,1.0982,26.4000
84,17,6.6930,1.2191,26.4000
84,18,6.5394,1.2675,26.4000
84,19,6.7095,1.2199,26.4000
85,0,6.3705,1.2437,26.4000
85,1,6.4275,1.0928,26.4000
85,2,6.4977,1.2438,26.4000
85,3,6.7188,1.1806,26.4000
85,4,6.3585,1.2146,26.4000
85,5,6.7274,1.2330,26.4000
85,6,6.7951,1.2606,26.4000
85,7,6.7377,1.1918,26.4000
85,8,6.6141,1.2482,26.4000
85,9,6.9134,1.1940,26.4000
85,10,6.5413,1.2155,26.4000
85,11,6.8649,1.1993,26.4000
85,12,6.7121,1.1870,26.4000
85,13,6.7291,1.4986,26.4000
85,14,6.7771,1.0694,26.4000
85,15,6.5835,1.4264,26.4000
85,16,6.8214,1.1766,26.4000
85,17,6.6973,1.2188,26.4000
85,18,6.4504,1.2468,26.4000
85,19,6.6136,1.2266,26.4000
86,0,6.5864,1.2484,26.4000
86,1,6.5918,1.1017,26.4000
86,2,6.5037,1.2521,26.4000
86,3,6.8671,1.1869,26.4000
86,4,6.2587,1.1904,26.4000
86,5,6.7274,1.2330,26.4000
86,6,6.7640,1.2487,26.4000
86,7,6.7516,1.1587,26.4000
86,8,6.6245,1.2497,26.4000
86,9,6.8071,1.0758,26.4000
86,10,6.6104,1.2185,26.4000
86,11,6.7790,1.1968,26.4000
86,12,6.7264,1.2168,26.4000
86,13,6.7320,1.2828,26.4000
86,14,6.5556,1.1519,26.4000
86,15,6.6005,1.5544,26.4000
86,16,6.8005,1.1389,26.4000
86,17,6.6754,1.2224,26.4000
86,18,6.4086,1.3754,26.4000
86,19,6.5889,1.2212,26.4000
87,0,6.3779,1.2699,26.4000
87,1,6.5334,1.1421,26.4000
87,2,6.5325,1.2776,26.4000
87,3,6.9498,1.1636,26.4000
87,4,6.1967,1.2158,26.4000
87,5,6.7274,1.2330,26.4000
87,6,6.7918,1.2424,26.4000
87,7,6.7677,1.1395,26.4000
87,8,6.6123,1.2518,26.4000
87,9,6.7464,1.0378,26.4000
87,10,6.6221,1.2069,26.4000
87,11,6.7153,1.1964,26.4000
87,12,6.7211,1.1855,26.4000
87,13,6.7371,1.3171,26.4000
87,14,6.4147,1.1861,26.4000
87,15,6.5818,1.4483,26.4000
87,16,6.8627,1.1515,26.4000
87,17,6.6619,1.2186,26.4000
87,18,6.5344,1.3921,26.4000
87,19,6.6126,1.1882,26.4000
88,0,6.3619,1.2559,26.4000
88,1,6.3365,1.1302,26.4000
88,2,6.3100,1.2765,26.4000
88,3,7.0000,1.1744,26.4000
88,4,6.3638,1.2351,26.4000
88,5,6.7274,1.2330,26.4000
88,6,6.8415,1.2692,26.4000
88,7,6.7680,1.1558,26.4000
88,8,6.7111,1.2540,26.4000
88,9,6.7109,1.0244,26.4000
88,10,6.5371,1.2083,26.4000
88,11,6.7485,1.2144,26.4000
88,12,6.5289,1.1880,26.4000
88,13,6.7526,1.4136,26.4000
88,14,6.2940,1.1190,26.4000
88,15,6.4548,1.3009,26.4000
88,16,6.8059,1.1141,26.4000
88,17,6.7010,1.2186,26.4000
88,18,6.6664,1.4675,26.4000
88,19,6.6749,1.2118,26.4000
89,0,6.3173,1.2460,26.4000
89,1,6.5328,1.1378,26.4000
89,2,6.4940,1.2681,26.4000
89,3,6.9047,1.1810,26.4000
89,4,6.7498,1.2274,26.4000
89,5,6.7274,1.2330,26.4000
89,6,6.7939,1.2771,26.4000
89,7,6.7685,1.1948,26.4000
89,8,6.7706,1.2537,26.4000
89,9,6.8088,1.1450,26.4000
89,10,6.5392,1.2313,26.4000
89,11,6.7561,1.2222,26.4000
89,12,6.5275,1.1777,26.4000
89,13,6.7451,1.3768,26.4000
89,14,6.4659,1.0775,26.4000
89,15,6.4241,1.3522,26.4000
89,16,6.8386,1.0977,26.4000
89,17,6.6881,1.2310,26.4000
89,18,6.6667,1.5780,26.4000
89,19,6.5321,1.2132,26.4000
90,0,6.5760,1.2345,26.4000
90,1,6.5091,1.1991,26.4000
90,2,6.4646,1.2801,26.4000
90,3,6.8666,1.1915,26.4000
90,4,6.3664,1.1991,26.4000
90,5,6.7274,1.2330,26.4000
90,6,6.7475,1.2507,26.4000
90,7,6.7944,1.1606,26.4000
90,8,6.6840,1.2712,26.4000
90,9,6.8858,1.1788,26.4000
90,10,6.6306,1.2172,26.4000
90,11,6.8181,1.2058,26.4000
90,12,6.6554,1.2253,26.4000
90,13,6.7359,1.4687,26.4000
90,14,6.7938,1.1126,26.4000
90,15,6.4065,1.4156,26.4000
90,16,6.9095,1.1762,26.4000
90,17,6.6965,1.2246,26.4000
90,18,6.6553,1.4134,26.4000
90,19,6.5237,1.2220,26.4000
91,0,6.6182,1.2472,26.4000
91,1,6.4178,1.1634,26.4000
91,2,6.6019,1.2578,26.4000
91,3,6.8447,1.2155,26.4000
91,4,5.8415,1.1862,26.2100
91,5,6.7274,1.2330,26.4000
91,6,6.7940,1.2329,26.4000
91,7,6.8248,1.1648,26.4000
91,8,6.6093,1.2925,26.4000
91,9,6.9115,1.2264,26.4000
91,10,6.5404,1.2140,26.4000
91,11,6.7784,1.1893,26.4000
91,12,6.6194,1.2406,26.4000
91,13,6.7406,1.4412,26.4000
91,14,6.5629,1.1519,26.4000
91,15,6.5704,1.4366,26.4000
91,16,6.7855,1.1421,26.4000
91,17,6.7171,1.2087,26.4000
91,18,6.6619,1.4932,26.4000
91,19,6.6572,1.2275,26.4000
92,0,6.5795,1.2481,26.4000
92,1,6.3654,1.1416,26.4000
92,2,6.4938,1.2340,26.4000
92,3,6.8355,1.1889,26.4000
92,4,5.9727,1.2001,26.2100
92,5,6.7274,1.2330,26.4000
92,6,6.7997,1.2351,26.4000
92,7,6.8028,1.1782,26.4000
92,8,6.5672,1.2616,26.4000
92,9,6.8367,1.1835,26.4000
92,10,6.5681,1.2164,26.4000
92,11,6.7618,1.2176,26.4000
92,12,6.5815,1.2393,26.4000
92,13,6.7505,1.3005,26.4000
92,14,6.3373,1.2201,26.4000
92,15,6.6623,1.2766,26.4000
92,16,6.7864,1.0970,26.4000
92,17,6.6891,1.2186,26.4000
92,18,6.5596,1.5247,26.4000
92,19,6.5325,1.1844,26.4000
93,0,6.5268,1.2549,26.4000
93,1,6.6431,1.0993,26.4000
93,2,6.4058,1.2748,26.4000
93,3,6.8152,1.1605,26.4000
93,4,6.1029,1.2309,26.4000
93,5,6.7274,1.2330,26.4000
93,6,6.7742,1.2592,26.4000
93,7,6.8099,1.1856,26.4000
93,8,6.6226,1.2456,26.4000
93,9,6.7568,1.0604,26.4000
93,10,6.6711,1.2130,26.4000
93,11,6.7935,1.2215,26.4000
93,12,6.5666,1.2080,26.4000
93,13,6.7357,1.4296,26.4000
93,14,6.2922,1.1422,26.4000
93,15,6.5478,1.2901,26.4000
93,16,6.7603,1.1246,26.4000
93,17,6.6676,1.2265,26.4000
93,18,6.5530,1.4092,26.4000
93,19,6.4218,1.1982,26.4000
94,0,6.4848,1.2438,26.4000
94,1,6.6971,1.1699,26.4000
94,2,6.6451,1.2680,26.4000
94,3,6.8441,1.1930,26.4000
94,4,6.3288,1.2334,26.4000
94,5,6.7274,1.2330,26.4000
94,6,6.7908,1.2575,26.4000
94,7,6.7862,1.1416,26.4000
94,8,6.6457,1.2403,26.4000
94,9,6.7826,1.1016,26.4000
94,10,6.6688,1.2234,26.4000
94,11,6.8127,1.2095,26.4000
94,12,6.5433,1.1676,26.4000
94,13,6.7269,1.5770,26.4000
94,14,6.3250,1.1266,26.4000
94,15,6.5112,1.5563,26.4000
94,16,6.8114,1.1673,26.4000
94,17,6.6564,1.2269,26.4000
94,18,6.4950,1.3744,26.4000
94,19,6.5182,1.2076,26.4000
95,0,6.2235,1.2437,26.4000
95,1,6.5725,1.2365,26.4000
95,2,6.6066,1.2702,26.4000
95,3,6.8432,1.2038,26.4000
95,4,6.5264,1.2206,26.4000
95,5,6.7274,1.2330,26.4000
95,6,6.8301,1.2398,26.4000
95,7,6.7537,1.1794,26.4000
95,8,6.6532,1.2583,26.4000
95,9,6.8852,1.1383,26.4000
95,10,6.5500,1.2238,26.4000
95,11,6.7424,1.2060,26.4000
95,12,6.6418,1.2090,26.4000
95,13,6.7384,1.5496,26.4000
95,14,6.3955,1.1449,26.4000
95,15,6.4077,1.7183,26.4000
95,16,6.8719,1.1069,26.4000
95,17,6.6832,1.2157,26.4000
95,18,6.4095,1.4047,26.4000
95,19,6.7269,1.1973,26.4000
96,0,6.0397,1.2588,26.4000
96,1,6.4077,1.1489,26.4000
96,2,6.3411,1.2577,26.4000
96,3,6.8979,1.1827,26.4000
96,4,6.4391,1.2036,26.4000
96,5,6.7274,1.2330,26.4000
96,6,6.8072,1.2357,26.4000
96,7,6.8057,1.1363,26.4000
96,8,6.6665,1.2662,26.4000
96,9,6.7879,1.0805,26.4000
96,10,6.4666,1.2081,26.4000
96,11,6.7370,1.2242,26.4000
96,12,6.6738,1.2329,26.4000
96,13,6.7439,1.5419,26.4000
96,14,6.4955,1.2204,26.4000
96,15,6.5615,1.5842,26.4000
96,16,6.8277,1.0665,26.4000
96,17,6.6889,1.2256,26.4000
96,18,6.5148,1.5096,26.4000
96,19,6.5897,1.1944,26.4000
97,0,6.4719,1.2728,26.4000
97,1,6.3484,1.0892,26.4000
97,2,6.2876,1.2356,26.4000
97,3,6.9894,1.2178,26.4000
97,4,6.2622,1.1967,26.4000
97,5,6.7274,1.2330,26.4000
97,6,6.7688,1.2568,26.4000
97,7,6.7678,1.0656,26.4000
97,8,6.6497,1.2596,26.4000
97,9,6.8235,1.0638,26.4000
97,10,6.6653,1.2061,26.4000
97,11,6.7366,1.2143,26.4000
97,12,6.6509,1.1978,26.4000
97,13,6.7453,1.3838,26.4000
97,14,6.5024,1.2235,26.4000
97,15,6.5622,1.1886,26.4000
97,16,6.8674,1.1587,26.4000
97,17,6.6847,1.2342,26.4000
97,18,6.6232,1.4374,26.4000
97,19,6.5354,1.2077,26.4000
98,0,6.5570,1.2433,26.4000
98,1,6.4967,1.0386,26.4000
98,2,6.6356,1.2255,26.4000
98,3,6.7845,1.2177,26.4000
98,4,6.1941,1.2238,26.4000
98,5,6.7274,1.2330,26.4000
98,6,6.7726,1.2778,26.4000
98,7,6.8355,1.1761,26.4000
98,8,6.5952,1.2791,26.4000
98,9,6.8194,1.0829,26.4000
98,10,6.7592,1.2011,26.4000
98,11,6.8114,1.2031,26.4000
98,12,6.6439,1.1911,26.4000
98,13,6.7448,1.2547,26.4000
98,14,6.5135,1.2070,26.4000
98,15,6.3729,1.3147,26.4000
98,16,6.8663,1.2361,26.4000
98,17,6.6539,1.2341,26.4000
98,18,6.4631,1.3548,26.4000
98,19,6.4175,1.2108,26.4000
99,0,6.4380,1.2225,26.4000
99,1,6.4224,1.1604,26.4000
99,2,6.7814,1.2655,26.4000
99,3,6.7734,1.2194,26.4000
99,4,6.2269,1.2349,26.4000
99,5,6.7274,1.2330,26.4000
99,6,6.7582,1.2842,26.4000
99,7,6.7813,1.2418,26.4000
99,8,6.5827,1.2738,26.4000
99,9,6.8014,1.1921,26.4000
99,10,6.7475,1.2156,26.4000
99,11,6.7814,1.2005,26.4000
99,12,6.6168,1.2016,26.4000
99,13,6.7443,1.1949,26.4000
99,14,6.5494,1.1595,26.4000
99,15,6.4896,1.4904,26.4000
99,16,6.7310,1.1105,26.4000
99,17,6.6553,1.2237,26.4000
99,18,6.3837,1.4033,26.4000
99,19,6.6029,1.1959,26.4000
100,0,6.4876,1.2446,26.4000
100,1,6.5202,1.2431,26.4000
100,2,6.7640,1.2677,26.4000
100,3,6.7487,1.1593,26.4000
100,4,6.4898,1.2136,26.4000
100,5,6.7274,1.2330,26.4000
100,6,6.7856,1.2581,26.4000
100,7,6.7709,1.2279,26.4000
100,8,6.6547,1.2800,26.4000
100,9,6.8025,1.2515,26.4000
100,10,6.6019,1.2111,26.4000
100,11,6.7751,1.2043,26.4000
100,12,6.5609,1.2014,26.4000
100,13,6.7308,1.5687,26.4000
100,14,6.4757,1.1753,26.4000
100,15,6.4972,1.5698,26.4000
100,16,6.8507,1.0043,26.4000
100,17,6.7183,1.2146,26.4000
100,18,6.4436,1.4326,26.4000
100,19,6.7043,1.2114,26.4000
101,0,6.4873,1.2542,26.4000
101,1,6.4455,1.2051,26.4000
101,2,6.6577,1.2774,26.4000
101,3,6.9016,1.1784,26.4000
101,4,6.3164,1.1978,26.4000
101,5,6.7274,1.2330,26.4000
101,6,6.8169,1.2312,26.4000
101,7,6.8321,1.1528,26.4000
101,8,6.7317,1.2503,26.4000
101,9,6.8708,1.1940,26.4000
101,10,6.4976,1.2205,26.4000
101,11,6.8133,1.2198,26.4000
101,12,6.5146,1.2265,26.4000
101,13,6.7309,1.7671,26.4000
101,14,6.4433,1.0965,26.4000
101,15,6.4188,1.3394,26.4000
101,16,6.9691,1.1615,26.4000
101,17,6.7132,1.2126,26.4000
101,18,6.2907,1.3126,26.4000
101,19,6.6083,1.2121,26.4000
102,0,6.3720,1.2630,26.4000
102,1,6.4970,1.1760,26.4000
102,2,6.6323,1.2523,26.4000
102,3,6.9985,1.2127,26.4000
102,4,6.3035,1.2192,26.4000
102,5,6.7274,1.2330,26.4000
102,6,6.8253,1.2279,26.4000
102,7,6.8304,1.1232,26.4000
102,8,6.7537,1.2532,26.4000
102,9,6.8355,1.0881,26.4000
102,10,6.4483,1.2248,26.4000
102,11,6.7692,1.2328,26.4000
102,12,6.6553,1.2071,26.4000
102,13,6.7353,1.3581,26.4000
102,14,6.5110,1.0196,26.4000
102,15,6.4442,1.3822,26.4000
102,16,6.9506,1.1615,26.4000
102,17,6.6692,1.2113,26.4000
102,18,6.4254,1.2976,26.4000
102,19,6.5305,1.2099,26.4000
103,0,6.2630,1.2538,26.4000
103,1,6.5160,1.0972,26.4000
103,2,6.4651,1.2543,26.4000
103,3,6.9631,1.1920,26.4000
103,4,6.3732,1.2185,26.4000
103,5,6.7274,1.2330,26.4000
103,6,6.7950,1.2876,26.4000
103,7,6.7830,1.1169,26.4000
103,8,6.6323,1.2451,26.4000
103,9,6.7871,1.1655,26.4000
103,10,6.6186,1.2152,26.4000
103,11,6.8125,1.2375,26.4000
103,12,6.6497,1.1912,26.4000
103,13,6.7418,1.2260,26.4000
103,14,6.6405,1.0622,26.4000
103,15,6.5844,1.4555,26.4000
103,16,6.7271,1.1261,26.4000
103,17,6.6684,1.2182,26.4000
103,18,6.6700,1.5719,26.4000
103,19,6.5585,1.2096,26.4000
104,0,6.5396,1.2521,26.4000
104,1,6.3916,1.1707,26.4000
104,2,6.4782,1.2650,26.4000
104,3,6.9473,1.1607,26.4000
104,4,6.1906,1.2084,26.4000
104,5,6.7274,1.2330,26.4000
104,6,6.7737,1.2943,26.4000
104,7,6.7793,1.1292,26.4000
104,8,6.5741,1.2581,26.4000
104,9,6.8006,1.1137,26.4000
104,10,6.6765,1.2182,26.4000
104,11,6.8362,1.2370,26.4000
104,12,6.6464,1.1797,26.4000
104,13,6.7359,1.1985,26.4000
104,14,6.4881,1.1093,26.4000
104,15,6.5611,1.5391,26.4000
104,16,6.7800,1.1314,26.4000
104,17,6.6677,1.2213,26.4000
104,18,6.7657,1.5977,26.4000
104,19,6.4612,1.1995,26.4000
105,0,6.4713,1.2532,26.4000
105,1,6.3737,1.2212,26.4000
105,2,6.4646,1.2820,26.4000
105,3,6.7593,1.1846,26.4000
105,4,6.1419,1.2081,26.4000
105,5,6.7274,1.2330,26.4000
105,6,6.7745,1.2329,26.4000
105,7,6.7815,1.2248,26.4000
105,8,6.5736,1.2543,26.4000
105,9,6.8818,1.0556,26.4000
105,10,6.6327,1.2141,26.4000
105,11,6.7970,1.2001,26.4000
105,12,6.5736,1.1704,26.4000
105,13,6.7462,1.4207,26.4000
105,14,6.3542,1.2239,26.4000
105,15,6.4614,1.5071,26.4000
105,16,6.8378,1.0725,26.4000
105,17,6.6995,1.2212,26.4000
105,18,6.6800,1.4289,26.4000
105,19,6.4532,1.1854,26.4000
106,0,6.1342,1.2403,26.4000
106,1,6.5632,1.0464,26.4000
106,2,6.7047,1.2620,26.4000
106,3,6.6726,1.1938,26.4000
106,4,6.5950,1.2060,26.4000
106,5,6.7274,1.2330,26.4000
106,6,6.8647,1.2257,26.4000
106,7,6.7657,1.2296,26.4000
106,8,6.6143,1.2923,26.4000
106,9,6.7878,1.0582,26.4000
106,10,6.5240,1.1964,26.4000
106,11,6.7478,1.2058,26.4000
106,12,6.5649,1.1906,26.4000
106,13,6.7396,1.4581,26.4000
106,14,6.5784,1.2857,26.4000
106,15,6.4064,1.4046,26.4000
106,16,6.8524,1.1792,26.4000
106,17,6.7066,1.2260,26.4000
106,18,6.4765,1.2598,26.4000
106,19,6.4604,1.1828,26.4000
107,0,5.9582,1.2523,26.2100
107,1,6.3926,0.9714,25.2000
107,2,6.4583,1.2570,26.4000
107,3,6.8013,1.2020,26.4000
107,4,6.2575,1.2198,26.4000
107,5,6.7274,1.2330,26.4000
107,6,6.8423,1.2394,26.4000
107,7,6.7885,1.0959,26.4000
107,8,6.6950,1.3217,26.4000
107,9,6.8152,1.1418,26.4000
107,10,6.6039,1.2167,26.4000
107,11,6.7278,1.2104,26.4000
107,12,6.5561,1.1921,26.4000
107,13,6.7311,1.5141,26.4000
107,14,6.7215,1.0607,26.4000
107,15,6.5330,1.2964,26.4000
107,16,6.8446,1.1707,26.4000
107,17,6.7122,1.2279,26.4000
107,18,6.2907,1.2855,26.4000
107,19,6.5443,1.2112,26.4000
108,0,6.2824,1.2620,26.4000
108,1,6.4487,1.0711,26.4000
108,2,6.4868,1.2461,26.4000
108,3,6.8710,1.1833,26.4000
108,4,6.0864,1.2229,26.4000
108,5,6.7274,1.2330,26.4000
108,6,6.8301,1.2807,26.4000
108,7,6.8109,1.0189,26.4000
108,8,6.7615,1.3061,26.4000
108,9,6.7978,1.1850,26.4000
108,10,6.6909,1.2271,26.4000
108,11,6.8126,1.2222,26.4000
108,12,6.6190,1.2036,26.4000
108,13,6.7292,1.5553,26.4000
108,14,6.7487,1.0622,26.4000
108,15,6.5262,1.4626,26.4000
108,16,6.7734,1.0916,26.4000
108,17,6.6890,1.2246,26.4000
108,18,6.5399,1.5785,26.4000
108,19,6.6177,1.1897,26.4000
109,0,6.4471,1.2625,26.4000
109,1,6.5200,1.2561,26.4000
109,2,6.4963,1.2695,26.4000
109,3,6.9276,1.1775,26.4000
109,4,6.0320,1.2100,26.4000
109,5,6.7274,1.2330,26.4000
109,6,6.7785,1.2989,26.4000
109,7,6.8021,1.0227,26.4000
109,8,6.7043,1.2816,26.4000
109,9,6.7543,1.2243,26.4000
109,10,6.6728,1.2207,26.4000
109,11,6.8230,1.2191,26.4000
