iteracja,id_czastki,x,y,fitness
36,2,6.4395,1.2903,26.4000
36,3,6.7735,1.1911,26.4000
36,4,6.1993,1.2254,26.4000
36,5,6.7274,1.2330,26.4000
36,6,6.7742,1.2381,26.4000
36,7,6.7714,1.1539,26.4000
36,8,6.7094,1.2606,26.4000
36,9,6.8878,1.1244,26.4000
36,10,6.5961,1.2120,26.4000
36,11,6.8255,1.2203,26.4000
36,12,6.5498,1.1972,26.4000
36,13,6.7480,1.5611,26.4000
36,14,6.3747,1.1202,26.4000
36,15,6.3960,1.4151,26.4000
36,16,6.8005,1.1223,26.4000
36,17,6.6796,1.2177,26.4000
36,18,6.7656,1.2303,26.4000
36,19,6.7529,1.1857,26.4000
37,0,6.5188,1.2543,26.4000
37,1,6.3278,1.0972,26.4000
37,2,6.4750,1.2949,26.4000
37,3,6.9486,1.1942,26.4000
37,4,6.0034,1.2292,26.4000
37,5,6.7274,1.2330,26.4000
37,6,6.8528,1.2577,26.4000
37,7,6.8340,1.1434,26.4000
37,8,6.6364,1.3078,26.4000
37,9,6.8175,1.1670,26.4000
37,10,6.5925,1.2060,26.4000
37,11,6.8404,1.2217,26.4000
37,12,6.6998,1.1953,26.4000
37,13,6.7447,1.3232,26.4000
37,14,6.4759,1.1081,26.4000
37,15,6.4361,1.3513,26.4000
37,16,6.8014,1.1280,26.4000
37,17,6.6769,1.2139,26.4000
37,18,6.4428,1.3220,26.4000
37,19,6.7106,1.1818,26.4000
38,0,6.2537,1.2484,26.4000
38,1,6.3166,1.1603,26.4000
38,2,6.3566,1.2485,26.4000
38,3,6.8810,1.2144,26.4000
38,4,6.3474,1.2244,26.4000
38,5,6.7274,1.2330,26.4000
38,6,6.8509,1.2580,26.4000
38,7,6.7695,1.1661,26.4000
38,8,6.6301,1.3191,26.4000
38,9,6.8553,1.1125,26.4000
38,10,6.6513,1.2235,26.4000
38,11,6.7653,1.2002,26.4000
38,12,6.7031,1.2123,26.4000
38,13,6.7442,1.2902,26.4000
38,14,6.5496,1.1173,26.4000
38,15,6.5393,1.3697,26.4000
38,16,6.7997,1.1444,26.4000
38,17,6.7120,1.2139,26.4000
38,18,6.4155,1.3402,26.4000
38,19,6.5372,1.2237,26.4000
39,0,6.1412,1.2503,26.4000
39,1,6.6323,1.1300,26.4000
39,2,6.3982,1.2200,26.4000
39,3,6.8289,1.2250,26.4000
39,4,6.6855,1.2136,26.4000
39,5,6.7274,1.2330,26.4000
39,6,6.8593,1.2800,26.4000
39,7,6.7041,1.1013,26.4000
39,8,6.5748,1.3158,26.4000
39,9,6.8717,1.0856,26.4000
39,10,6.6539,1.2084,26.4000
39,11,6.7390,1.2079,26.4000
39,12,6.7092,1.2151,26.4000
39,13,6.7394,1.5100,26.4000
39,14,6.6001,1.1031,26.4000
39,15,6.5991,1.4506,26.4000
39,16,6.9022,1.1877,26.4000
39,17,6.7404,1.2210,26.4000
39,18,6.6200,1.4096,26.4000
39,19,6.5070,1.2238,26.4000
40,0,6.5719,1.2557,26.4000
40,1,6.7756,1.1263,26.4000
40,2,6.3993,1.2892,26.4000
40,3,6.8419,1.2163,26.4000
40,4,6.5268,1.2126,26.4000
40,5,6.7274,1.2330,26.4000
40,6,6.8023,1.2690,26.4000
40,7,6.8091,1.1064,26.4000
40,8,6.6042,1.2820,26.4000
40,9,6.8050,1.0909,26.4000
40,10,6.6080,1.2033,26.4000
40,11,6.7704,1.2255,26.4000
40,12,6.6928,1.2020,26.4000
40,13,6.7390,1.6772,26.4000
40,14,6.6921,1.1605,26.4000
40,15,6.6615,1.5090,26.4000
40,16,6.8762,1.1660,26.4000
40,17,6.7427,1.2308,26.4000
40,18,6.5981,1.4586,26.4000
40,19,6.5299,1.1912,26.4000
41,0,6.5796,1.2638,26.4000
41,1,6.3760,1.0918,26.4000
41,2,6.6927,1.3168,26.4000
41,3,6.8519,1.2013,26.4000
41,4,6.2132,1.2169,26.4000
41,5,6.7274,1.2330,26.4000
41,6,6.7558,1.2447,26.4000
41,7,6.8688,1.1409,26.4000
41,8,6.5878,1.2413,26.4000
41,9,6.7736,1.1758,26.4000
41,10,6.5472,1.2030,26.4000
41,11,6.8484,1.2380,26.4000
41,12,6.6371,1.1952,26.4000
41,13,6.7466,1.3507,26.4000
41,14,6.4902,1.1349,26.4000
41,15,6.4433,1.4403,26.4000
41,16,6.8056,1.1046,26.4000
41,17,6.7059,1.2171,26.4000
41,18,6.3770,1.3209,26.4000
41,19,6.5665,1.1922,26.4000
42,0,6.5689,1.2465,26.4000
42,1,6.1896,1.0462,26.4000
42,2,6.6223,1.2823,26.4000
42,3,6.8499,1.1915,26.4000
42,4,6.2808,1.2262,26.4000
42,5,6.7274,1.2330,26.4000
42,6,6.8262,1.2517,26.4000
42,7,6.8682,1.1443,26.4000
42,8,6.6011,1.2399,26.4000
42,9,6.7896,1.1698,26.4000
42,10,6.5171,1.2249,26.4000
42,11,6.8240,1.2015,26.4000
42,12,6.6021,1.2040,26.4000
42,13,6.7518,1.2018,26.4000
42,14,6.5268,1.0928,26.4000
42,15,6.5159,1.2938,26.4000
42,16,6.7325,1.0900,26.4000
42,17,6.6676,1.2166,26.4000
42,18,6.2386,1.4081,26.4000
42,19,6.5675,1.2171,26.4000
43,0,6.4132,1.2429,26.4000
43,1,6.5806,1.0935,26.4000
43,2,6.3381,1.2243,26.4000
43,3,6.9175,1.1982,26.4000
43,4,6.2866,1.2214,26.4000
43,5,6.7274,1.2330,26.4000
43,6,6.8028,1.2552,26.4000
43,7,6.7768,1.1829,26.4000
43,8,6.6969,1.2557,26.4000
43,9,6.8614,1.2000,26.4000
43,10,6.4871,1.2274,26.4000
43,11,6.7325,1.1861,26.4000
43,12,6.6368,1.1929,26.4000
43,13,6.7458,1.2348,26.4000
43,14,6.6515,1.0741,26.4000
43,15,6.6979,1.1860,26.4000
43,16,6.8439,1.1528,26.4000
43,17,6.6470,1.2262,26.4000
43,18,6.4313,1.3488,26.4000
43,19,6.5775,1.2422,26.4000
44,0,6.3870,1.2571,26.4000
44,1,6.5325,1.1796,26.4000
44,2,6.2234,1.2152,26.4000
44,3,6.9187,1.2013,26.4000
44,4,6.5234,1.2134,26.4000
44,5,6.7274,1.2330,26.4000
44,6,6.7716,1.2551,26.4000
44,7,6.7894,1.1665,26.4000
44,8,6.6306,1.2552,26.4000
44,9,6.8035,1.1262,26.4000
44,10,6.6568,1.1955,26.4000
44,11,6.7990,1.2069,26.4000
44,12,6.6205,1.1844,26.4000
44,13,6.7492,1.2937,26.4000
44,14,6.5960,1.0855,26.4000
44,15,6.5249,1.3568,26.4000
44,16,6.8418,1.1947,26.4000
44,17,6.7109,1.2234,26.4000
44,18,6.5738,1.3926,26.4000
44,19,6.6235,1.2396,26.4000
45,0,6.1485,1.2502,26.4000
45,1,6.5466,1.1279,26.4000
45,2,6.3092,1.2881,26.4000
45,3,6.8693,1.1968,26.4000
45,4,6.2987,1.2018,26.4000
45,5,6.7274,1.2330,26.4000
45,6,6.7364,1.2755,26.4000
45,7,6.8069,1.1268,26.4000
45,8,6.6076,1.2795,26.4000
45,9,6.8124,1.0713,26.4000
45,10,6.6903,1.1973,26.4000
45,11,6.8570,1.2241,26.4000
45,12,6.5708,1.1943,26.4000
45,13,6.7357,1.4201,26.4000
45,14,6.4795,1.1326,26.4000
45,15,6.4037,1.4541,26.4000
45,16,6.7697,1.1750,26.4000
45,17,6.7447,1.2261,26.4000
45,18,6.5789,1.5450,26.4000
45,19,6.6692,1.2281,26.4000
46,0,6.1350,1.2501,26.4000
46,1,6.6760,1.1232,26.4000
46,2,6.5381,1.3064,26.4000
46,3,6.8897,1.1857,26.4000
46,4,6.0213,1.2194,26.4000
46,5,6.7274,1.2330,26.4000
46,6,6.7709,1.2626,26.4000
46,7,6.7712,1.0991,26.4000
46,8,6.5602,1.2647,26.4000
46,9,6.8457,1.0636,26.4000
46,10,6.6389,1.2268,26.4000
46,11,6.8370,1.2166,26.4000
46,12,6.6573,1.2296,26.4000
46,13,6.7328,1.4966,26.4000
46,14,6.3412,1.1761,26.4000
46,15,6.3352,1.5211,26.4000
46,16,6.7446,1.1137,26.4000
46,17,6.6994,1.2258,26.4000
46,18,6.4901,1.4399,26.4000
46,19,6.5982,1.1753,26.4000
47,0,6.1455,1.2568,26.4000
47,1,6.6086,1.0808,26.4000
47,2,6.5819,1.2608,26.4000
47,3,6.8727,1.1791,26.4000
47,4,6.3821,1.2290,26.4000
47,5,6.7274,1.2330,26.4000
47,6,6.8606,1.2646,26.4000
47,7,6.7742,1.1817,26.4000
47,8,6.6869,1.2699,26.4000
47,9,6.8164,1.1291,26.4000
47,10,6.5916,1.2421,26.4000
47,11,6.8037,1.2108,26.4000
47,12,6.6076,1.2199,26.4000
47,13,6.7467,1.4624,26.4000
47,14,6.3425,1.1281,26.4000
47,15,6.6676,1.4592,26.4000
47,16,6.8729,1.0982,26.4000
47,17,6.6628,1.2116,26.4000
47,18,6.5426,1.2837,26.4000
47,19,6.5429,1.1598,26.4000
48,0,6.2330,1.2529,26.4000
48,1,6.5744,1.0956,26.4000
48,2,6.4161,1.2312,26.4000
48,3,6.7563,1.2250,26.4000
48,4,6.5030,1.2225,26.4000
48,5,6.7274,1.2330,26.4000
48,6,6.8919,1.2684,26.4000
48,7,6.7824,1.1766,26.4000
48,8,6.6886,1.2545,26.4000
48,9,6.8367,1.2080,26.4000
48,10,6.5213,1.2385,26.4000
48,11,6.7871,1.2134,26.4000
48,12,6.5178,1.2171,26.4000
48,13,6.7427,1.4318,26.4000
48,14,6.4179,1.0247,26.4000
48,15,6.6106,1.4285,26.4000
48,16,6.8705,1.1938,26.4000
48,17,6.6528,1.2059,26.4000
48,18,6.4704,1.4540,26.4000
48,19,6.5491,1.1745,26.4000
49,0,6.5554,1.2333,26.4000
49,1,6.5452,1.0935,26.4000
49,2,6.4219,1.2412,26.4000
49,3,6.8501,1.2366,26.4000
49,4,6.3065,1.2059,26.4000
49,5,6.7274,1.2330,26.4000
49,6,6.8927,1.2556,26.4000
49,7,6.8169,1.1915,26.4000
49,8,6.6730,1.2499,26.4000
49,9,6.8326,1.1386,26.4000
49,10,6.5211,1.1917,26.4000
49,11,6.7777,1.2159,26.4000
49,12,6.4893,1.1895,26.4000
49,13,6.7378,1.5417,26.4000
49,14,6.5463,1.1061,26.4000
49,15,6.5424,1.5195,26.4000
49,16,6.8392,1.1074,26.4000
49,17,6.7042,1.2079,26.4000
49,18,6.4534,1.5416,26.4000
49,19,6.6707,1.2082,26.4000
50,0,6.4276,1.2364,26.4000
50,1,6.4642,1.1519,26.4000
50,2,6.4450,1.2492,26.4000
50,3,6.9131,1.1881,26.4000
50,4,6.3264,1.2037,26.4000
50,5,6.7274,1.2330,26.4000
50,6,6.7732,1.2467,26.4000
50,7,6.8440,1.0885,26.4000
50,8,6.6003,1.2467,26.4000
50,9,6.8764,1.1212,26.4000
50,10,6.6478,1.1835,26.4000
50,11,6.7969,1.2007,26.4000
50,12,6.5221,1.1821,26.4000
50,13,6.7462,1.6007,26.4000
50,14,6.5759,1.1099,26.4000
50,15,6.6108,1.3972,26.4000
50,16,6.8591,1.0813,26.4000
50,17,6.7145,1.2245,26.4000
50,18,6.5088,1.4037,26.4000
50,19,6.5325,1.1964,26.4000
51,0,6.1569,1.2515,26.4000
51,1,6.3815,1.0774,26.4000
51,2,6.5583,1.2636,26.4000
51,3,6.8302,1.1742,26.4000
51,4,6.2747,1.2108,26.4000
51,5,6.7274,1.2330,26.4000
51,6,6.7125,1.2622,26.4000
51,7,6.7915,1.1184,26.4000
51,8,6.6075,1.2579,26.4000
51,9,6.9054,1.1330,26.4000
51,10,6.6860,1.2119,26.4000
51,11,6.7969,1.2045,26.4000
51,12,6.7256,1.1705,26.4000
51,13,6.7381,1.3854,26.4000
51,14,6.2882,1.1550,26.4000
51,15,6.5112,1.3071,26.4000
51,16,6.8215,1.1067,26.4000
51,17,6.6740,1.2218,26.4000
51,18,6.4928,1.4886,26.4000
51,19,6.5140,1.1861,26.4000
52,0,6.2641,1.2497,26.4000
52,1,6.4992,1.0530,26.4000
52,2,6.4728,1.2653,26.4000
52,3,6.8213,1.1916,26.4000
52,4,6.2508,1.2062,26.4000
52,5,6.7274,1.2330,26.4000
52,6,6.7045,1.2791,26.4000
52,7,6.7996,1.2134,26.4000
52,8,6.6639,1.3000,26.4000
52,9,6.8618,1.1997,26.4000
52,10,6.6156,1.2239,26.4000
52,11,6.7822,1.2095,26.4000
52,12,6.7336,1.1831,26.4000
52,13,6.7366,1.3385,26.4000
52,14,6.3443,1.2417,26.4000
52,15,6.4527,1.4819,26.4000
52,16,6.7701,1.1724,26.4000
52,17,6.6636,1.2187,26.4000
52,18,6.6172,1.5548,26.4000
52,19,6.6117,1.1903,26.4000
53,0,6.7085,1.2465,26.4000
53,1,6.4896,1.0239,26.4000
53,2,6.4777,1.2487,26.4000
53,3,6.7946,1.1891,26.4000
53,4,6.1814,1.2128,26.4000
53,5,6.7274,1.2330,26.4000
53,6,6.7544,1.2855,26.4000
53,7,6.7920,1.1981,26.4000
53,8,6.6629,1.3102,26.4000
53,9,6.8293,1.2007,26.4000
53,10,6.5844,1.2278,26.4000
53,11,6.7910,1.2259,26.4000
53,12,6.6742,1.2352,26.4000
53,13,6.7366,1.5066,26.4000
53,14,6.6480,1.1690,26.4000
53,15,6.4046,1.4504,26.4000
53,16,6.7444,1.1641,26.4000
53,17,6.6495,1.2151,26.4000
53,18,6.5652,1.3529,26.4000
53,19,6.4920,1.1876,26.4000
54,0,6.5685,1.2392,26.4000
54,1,6.5372,1.0180,26.4000
54,2,6.4590,1.2599,26.4000
54,3,6.8212,1.1997,26.4000
54,4,6.1671,1.2124,26.4000
54,5,6.7274,1.2330,26.4000
54,6,6.8523,1.2588,26.4000
54,7,6.8071,1.1016,26.4000
54,8,6.7039,1.2364,26.4000
54,9,6.8049,1.2000,26.4000
54,10,6.6555,1.2179,26.4000
54,11,6.7776,1.2259,26.4000
54,12,6.6858,1.2448,26.4000
54,13,6.7460,1.5414,26.4000
54,14,6.4622,1.1452,26.4000
54,15,6.6017,1.3275,26.4000
54,16,6.8468,1.0861,26.4000
54,17,6.6437,1.2211,26.4000
54,18,6.3344,1.2486,26.4000
54,19,6.5561,1.1993,26.4000
55,0,6.3243,1.2549,26.4000
55,1,6.5933,1.0950,26.4000
55,2,6.4512,1.2948,26.4000
55,3,6.7916,1.1788,26.4000
55,4,6.5179,1.2099,26.4000
55,5,6.7274,1.2330,26.4000
55,6,6.8254,1.2509,26.4000
55,7,6.7751,1.0374,26.4000
55,8,6.6511,1.2303,26.4000
55,9,6.8510,1.1663,26.4000
55,10,6.5613,1.2190,26.4000
55,11,6.8066,1.2153,26.4000
55,12,6.7039,1.1969,26.4000
55,13,6.7573,1.4613,26.4000
55,14,6.2277,1.0765,26.4000
55,15,6.5061,1.2795,26.4000
55,16,6.8434,1.0646,26.4000
55,17,6.6754,1.2307,26.4000
55,18,6.3587,1.4026,26.4000
55,19,6.4837,1.2148,26.4000
56,0,6.1074,1.2658,26.4000
56,1,6.6456,1.1657,26.4000
56,2,6.4927,1.2985,26.4000
56,3,6.8665,1.1968,26.4000
56,4,6.4535,1.2153,26.4000
56,5,6.7274,1.2330,26.4000
56,6,6.8099,1.2644,26.4000
56,7,6.7780,1.2018,26.4000
56,8,6.6446,1.2570,26.4000
56,9,6.8597,1.1554,26.4000
56,10,6.4958,1.1986,26.4000
56,11,6.8045,1.2127,26.4000
56,12,6.7103,1.1770,26.4000
56,13,6.7359,1.3164,26.4000
56,14,6.3650,1.1239,26.4000
56,15,6.4418,1.4518,26.4000
56,16,6.8673,1.1409,26.4000
56,17,6.6879,1.2306,26.4000
56,18,6.4192,1.3776,26.4000
56,19,6.4378,1.2377,26.4000
57,0,6.0563,1.2571,26.4000
57,1,6.3866,1.1491,26.4000
57,2,6.6328,1.2910,26.4000
57,3,6.8645,1.2147,26.4000
57,4,6.1894,1.2272,26.4000
57,5,6.7274,1.2330,26.4000
57,6,6.7738,1.2610,26.4000
57,7,6.7787,1.2442,26.4000
57,8,6.6343,1.3003,26.4000
57,9,6.8470,1.1248,26.4000
57,10,6.5859,1.1963,26.4000
57,11,6.7322,1.2036,26.4000
57,12,6.5069,1.1667,26.4000
57,13,6.7380,1.3652,26.4000
57,14,6.7428,1.1716,26.4000
57,15,6.5376,1.5092,26.4000
57,16,6.8542,1.1924,26.4000
57,17,6.6904,1.2159,26.4000
57,18,6.5320,1.3571,26.4000
57,19,6.4336,1.1919,26.4000
58,0,6.2322,1.2563,26.4000
58,1,6.2122,1.0884,26.4000
58,2,6.4630,1.2844,26.4000
58,3,6.8084,1.1795,26.4000
58,4,6.4457,1.2171,26.4000
58,5,6.7274,1.2330,26.4000
58,6,6.8190,1.2837,26.4000
58,7,6.7454,1.1996,26.4000
58,8,6.6880,1.2834,26.4000
58,9,6.8627,1.1651,26.4000
58,10,6.6462,1.2111,26.4000
58,11,6.8050,1.1955,26.4000
58,12,6.4725,1.2196,26.4000
58,13,6.7471,1.5080,26.4000
58,14,6.8584,1.1800,26.4000
58,15,6.6044,1.4436,26.4000
58,16,6.8332,1.1924,26.4000
58,17,6.6846,1.2143,26.4000
58,18,6.5096,1.3189,26.4000
58,19,6.4263,1.1782,26.4000
59,0,6.2935,1.2418,26.4000
59,1,6.1577,1.0902,26.4000
59,2,6.3493,1.2838,26.4000
59,3,6.9073,1.1535,26.4000
59,4,6.5697,1.2072,26.4000
59,5,6.7274,1.2330,26.4000
59,6,6.8781,1.2520,26.4000
59,7,6.7244,1.1311,26.4000
59,8,6.6939,1.2527,26.4000
59,9,6.8742,1.1259,26.4000
59,10,6.5818,1.2198,26.4000
59,11,6.8516,1.1974,26.4000
59,12,6.4769,1.2321,26.4000
59,13,6.7493,1.3838,26.4000
59,14,6.6710,1.0809,26.4000
59,15,6.5747,1.3507,26.4000
59,16,6.7432,1.1943,26.4000
59,17,6.6803,1.2256,26.4000
59,18,6.3993,1.3933,26.4000
59,19,6.4514,1.1996,26.4000
60,0,6.5975,1.2605,26.4000
60,1,6.4678,1.0848,26.4000
60,2,6.6370,1.2528,26.4000
60,3,6.8090,1.1551,26.4000
60,4,6.3543,1.2212,26.4000
60,5,6.7274,1.2330,26.4000
60,6,6.9006,1.2430,26.4000
60,7,6.7370,1.0822,26.4000
60,8,6.6575,1.2690,26.4000
60,9,6.7440,1.1281,26.4000
60,10,6.5459,1.2200,26.4000
60,11,6.8012,1.2087,26.4000
60,12,6.6064,1.2284,26.4000
60,13,6.7338,1.3584,26.4000
60,14,6.2707,1.1626,26.4000
60,15,6.5171,1.3076,26.4000
60,16,6.8575,1.1910,26.4000
60,17,6.7002,1.2210,26.4000
60,18,6.5621,1.3021,26.4000
60,19,6.5570,1.2248,26.4000
61,0,6.3514,1.2739,26.4000
61,1,6.7896,1.0796,26.4000
61,2,6.6957,1.2270,26.4000
61,3,6.8231,1.1893,26.4000
61,4,6.2211,1.2205,26.4000
61,5,6.7274,1.2330,26.4000
61,6,6.7808,1.2384,26.4000
61,7,6.7435,1.1840,26.4000
61,8,6.5911,1.2774,26.4000
61,9,6.7435,1.1996,26.4000
61,10,6.4979,1.2133,26.4000
61,11,6.7543,1.2272,26.4000
61,12,6.5799,1.2010,26.4000
61,13,6.7251,1.5728,26.4000
61,14,6.0872,1.1801,26.4000
61,15,6.5102,1.4324,26.4000
61,16,6.8409,1.1757,26.4000
61,17,6.6799,1.2214,26.4000
61,18,6.5833,1.3574,26.4000
61,19,6.6208,1.1925,26.4000
62,0,6.2803,1.2542,26.4000
62,1,6.7230,1.1572,26.4000
62,2,6.3162,1.2522,26.4000
62,3,6.9274,1.2131,26.4000
62,4,6.4177,1.2231,26.4000
62,5,6.7274,1.2330,26.4000
62,6,6.7683,1.2533,26.4000
62,7,6.7996,1.1642,26.4000
62,8,6.6508,1.2904,26.4000
62,9,6.8943,1.1178,26.4000
62,10,6.5727,1.2060,26.4000
62,11,6.7629,1.2112,26.4000
62,12,6.6354,1.1896,26.4000
62,13,6.7225,1.4427,26.4000
62,14,6.5483,1.1098,26.4000
62,15,6.6074,1.5030,26.4000
62,16,6.8245,1.0742,26.4000
62,17,6.6918,1.2303,26.4000
62,18,6.5473,1.2881,26.4000
62,19,6.6650,1.2140,26.4000
63,0,6.4193,1.2421,26.4000
63,1,6.2671,1.1804,26.4000
63,2,6.4922,1.2839,26.4000
63,3,6.8624,1.2136,26.4000
63,4,6.5771,1.2250,26.4000
63,5,6.7274,1.2330,26.4000
63,6,6.8268,1.2684,26.4000
63,7,6.8257,1.1456,26.4000
63,8,6.7357,1.3035,26.4000
63,9,6.9546,1.0768,26.4000
63,10,6.6609,1.2175,26.4000
63,11,6.7602,1.1988,26.4000
63,12,6.6090,1.2053,26.4000
63,13,6.7270,1.2509,26.4000
63,14,6.8720,1.1446,26.4000
63,15,6.6206,1.5081,26.4000
63,16,6.7793,1.0213,26.4000
63,17,6.6684,1.2238,26.4000
63,18,6.4286,1.4029,26.4000
63,19,6.6608,1.2422,26.4000
64,0,6.5072,1.2565,26.4000
64,1,6.2557,1.0640,26.4000
64,2,6.5398,1.2719,26.4000
64,3,6.8616,1.2255,26.4000
64,4,6.2497,1.2053,26.4000
64,5,6.7274,1.2330,26.4000
64,6,6.8623,1.2777,26.4000
64,7,6.8263,1.1570,26.4000
64,8,6.7378,1.2661,26.4000
64,9,6.9461,1.1740,26.4000
64,10,6.7049,1.2241,26.4000
64,11,6.8172,1.2124,26.4000
64,12,6.6341,1.2204,26.4000
64,13,6.7505,1.2735,26.4000
64,14,6.5877,1.0693,26.4000
64,15,6.4577,1.5016,26.4000
64,16,6.8599,1.1001,26.4000
64,17,6.6466,1.2251,26.4000
64,18,6.4356,1.4951,26.4000
64,19,6.6324,1.2459,26.4000
65,0,6.4824,1.2594,26.4000
65,1,6.4793,0.9984,25.2000
65,2,6.6902,1.2739,26.4000
65,3,6.8382,1.2212,26.4000
65,4,6.4786,1.2222,26.4000
65,5,6.7274,1.2330,26.4000
65,6,6.8377,1.2400,26.4000
65,7,6.8182,1.2180,26.4000
65,8,6.5827,1.2352,26.4000
65,9,6.8986,1.1601,26.4000
65,10,6.5108,1.2085,26.4000
65,11,6.7580,1.2223,26.4000
65,12,6.5319,1.2240,26.4000
65,13,6.7612,1.4964,26.4000
65,14,6.3920,1.1770,26.4000
65,15,6.4749,1.3676,26.4000
65,16,6.9376,1.1561,26.4000
65,17,6.6530,1.2254,26.4000
65,18,6.5845,1.4815,26.4000
65,19,6.5060,1.1813,26.4000
66,0,6.1216,1.2606,26.4000
66,1,6.6497,1.1293,26.4000
66,2,6.7286,1.2813,26.4000
66,3,6.7971,1.1571,26.4000
66,4,6.4427,1.2356,26.4000
66,5,6.7274,1.2330,26.4000
66,6,6.8311,1.2387,26.4000
66,7,6.7889,1.1964,26.4000
66,8,6.5167,1.2399,26.4000
66,9,6.7311,1.1780,26.4000
66,10,6.5709,1.2092,26.4000
66,11,6.7382,1.2159,26.4000
66,12,6.6207,1.2018,26.4000
66,13,6.7550,1.5072,26.4000
66,14,6.3534,1.1863,26.4000
66,15,6.6254,1.2567,26.4000
66,16,6.8327,1.1714,26.4000
66,17,6.7134,1.2217,26.4000
66,18,6.4554,1.4753,26.4000
66,19,6.6234,1.1714,26.4000
67,0,6.2440,1.2498,26.4000
67,1,6.4878,1.1716,26.4000
67,2,6.5507,1.2900,26.4000
67,3,6.8219,1.1748,26.4000
67,4,6.3394,1.2302,26.4000
67,5,6.7274,1.2330,26.4000
67,6,6.7968,1.2458,26.4000
67,7,6.8047,1.1268,26.4000
67,8,6.6673,1.2883,26.4000
67,9,6.8114,1.1377,26.4000
67,10,6.5262,1.2116,26.4000
67,11,6.8319,1.1982,26.4000
67,12,6.5722,1.1767,26.4000
67,13,6.7472,1.3330,26.4000
67,14,6.4938,1.0609,26.4000
67,15,6.5175,1.4056,26.4000
67,16,6.7602,1.0679,26.4000
67,17,6.7246,1.2157,26.4000
67,18,6.4970,1.4247,26.4000
67,19,6.6865,1.1796,26.4000
68,0,6.5090,1.2456,26.4000
68,1,6.4849,1.1518,26.4000
68,2,6.3588,1.2699,26.4000
68,3,6.9012,1.1614,26.4000
68,4,6.2921,1.2245,26.4000
68,5,6.7274,1.2330,26.4000
68,6,6.7357,1.2516,26.4000
68,7,6.8225,1.0652,26.4000
68,8,6.6553,1.2917,26.4000
68,9,6.8546,1.1758,26.4000
68,10,6.5094,1.2167,26.4000
68,11,6.8775,1.2163,26.4000
68,12,6.6258,1.1803,26.4000
68,13,6.7288,1.2452,26.4000
68,14,6.4770,0.9862,25.2000
68,15,6.4756,1.4714,26.4000
68,16,6.8001,1.1352,26.4000
68,17,6.7182,1.2205,26.4000
68,18,6.6380,1.3863,26.4000
68,19,6.7173,1.1898,26.4000
69,0,6.6780,1.2541,26.4000
69,1,6.6202,1.1351,26.4000
69,2,6.2819,1.2664,26.4000
69,3,6.9891,1.1735,26.4000
69,4,6.2457,1.2164,26.4000
69,5,6.7274,1.2330,26.4000
69,6,6.8128,1.2462,26.4000
69,7,6.8285,1.1379,26.4000
69,8,6.6228,1.2716,26.4000
69,9,6.8605,1.2154,26.4000
69,10,6.4970,1.2137,26.4000
69,11,6.7486,1.2160,26.4000
69,12,6.6466,1.1937,26.4000
69,13,6.7340,1.3235,26.4000
69,14,6.5718,1.1400,26.4000
69,15,6.3939,1.4666,26.4000
69,16,6.8941,1.1507,26.4000
69,17,6.7045,1.2230,26.4000
69,18,6.7051,1.4549,26.4000
69,19,6.4684,1.2066,26.4000
70,0,6.3446,1.2636,26.4000
70,1,6.4166,1.0342,26.4000
70,2,6.6511,1.2713,26.4000
70,3,7.0040,1.2045,-1000000000.0000
70,4,6.5229,1.2095,26.4000
70,5,6.7274,1.2330,26.4000
70,6,6.8555,1.2485,26.4000
70,7,6.7769,1.1361,26.4000
70,8,6.6506,1.2758,26.4000
70,9,6.8567,1.2021,26.4000
70,10,6.4799,1.2027,26.4000
70,11,6.6808,1.2163,26.4000
70,12,6.6429,1.1920,26.4000
70,13,6.7430,1.4108,26.4000
70,14,6.4219,1.1706,26.4000
70,15,6.6006,1.4208,26.4000
70,16,6.8709,1.0860,26.4000
70,17,6.6512,1.2161,26.4000
70,18,6.6855,1.5236,26.4000
70,19,6.5282,1.2153,26.4000
71,0,6.1291,1.2514,26.4000
71,1,6.2720,1.0354,26.4000
71,2,6.6599,1.2610,26.4000
71,3,6.7950,1.1898,26.4000
71,4,6.6358,1.2043,26.4000
71,5,6.7274,1.2330,26.4000
71,6,6.7661,1.2741,26.4000
71,7,6.7871,1.1080,26.4000
71,8,6.6255,1.2975,26.4000
71,9,6.7752,1.1153,26.4000
71,10,6.5675,1.1922,26.4000
71,11,6.6986,1.2193,26.4000
71,12,6.5411,1.2001,26.4000
71,13,6.7397,1.5083,26.4000
71,14,6.3175,1.0890,26.4000
71,15,6.5326,1.4236,26.4000
71,16,6.8371,1.0357,26.4000
71,17,6.6279,1.2249,26.4000
71,18,6.4987,1.4347,26.4000
71,19,6.5035,1.2247,26.4000
72,0,6.3576,1.2653,26.4000
72,1,6.3512,1.0850,26.4000
72,2,6.4835,1.2698,26.4000
72,3,6.7209,1.1873,26.4000
72,4,6.2616,1.2193,26.4000
72,5,6.7274,1.2330,26.4000
72,6,6.8034,1.2771,26.4000
72,7,6.7942,1.0684,26.4000
72,8,6.6757,1.2632,26.4000
72,9,6.7470,1.1000,26.4000
72,10,6.7221,1.2034,26.4000
72,11,6.7302,1.2235,26.4000
72,12,6.5227,1.1773,26.4000
72,13,6.7368,1.4806,26.4000
72,14,6.5124,1.0868,26.4000
72,15,6.5476,1.4418,26.4000
72,16,6.7705,1.1037,26.4000
